chembl_id,molregno,iupac_name,smiles,molecular_weight,aLogP,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_logp,cx_logd,molecular_species,qed_weighted,np_likeness_score,ic50_value,ic50_units,standard_relation,target_name,target_type,cell_description,disease_name,disease_category,mechanism_of_action,action_type,warning_type,warning_description,IUPACName
CHEMBL4283098,2322546,,COc1cc(C(=O)c2c[nH]c3cc(-c4ccoc4)ccc23)cc(OC)c1OC,377.4,4.68,5,1,73.69,6,N,0,3.85,3.85,NEUTRAL,0.49,0.21,4.3,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[6-(furan-3-yl)-1H-indol-3-yl]-(3,4,5-trimethoxyphenyl)methanone"
CHEMBL4283099,2322547,,COCCN(CCOC)Cc1ccc2c(c1O)-c1ccc(cc1O)CCc1ccc(O)c(c1)Oc1ccc(cc1)CC2,569.7,6.24,7,3,91.62,8,N,2,6.05,5.75,BASE,0.23,1.08,20000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[[bis(2-methoxyethyl)amino]methyl]-14-oxapentacyclo[20.2.2.210,13.115,19.02,7]nonacosa-1(24),2(7),3,5,10(29),11,13(28),15,17,19(27),22,25-dodecaene-3,16,24-triol"
CHEMBL4283115,2322563,,CCC(=O)Nc1cccc(S(=O)(=O)Oc2ccccc2C(C)C)c1,347.44,3.93,4,1,72.47,6,N,0,4.37,4.37,NEUTRAL,0.8,-1.43,14000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,(2-propan-2-ylphenyl) 3-(propanoylamino)benzenesulfonate
CHEMBL4283118,2322566,,CCCCSc1ccc2nc(NC(=O)COC)sc2c1,310.44,3.77,5,1,51.22,7,N,0,3.71,3.53,NEUTRAL,0.62,-2.73,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N-(6-butylsulfanyl-1,3-benzothiazol-2-yl)-2-methoxyacetamide"
CHEMBL4283123,2322571,,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccccc3)nc1-2,362.44,2.81,6,2,84.73,3,N,0,3.16,3.16,NEUTRAL,0.75,-0.92,6000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"8-anilino-N,1,4,4-tetramethyl-5H-pyrazolo[4,3-h]quinazoline-3-carboxamide"
CHEMBL4283134,2322582,,CCn1c(C(=O)N[C@H](CO)CCO)ccc1C(CC)(CC)c1ccc(OCS(=O)(=O)c2ccccc2)c(C)c1,556.73,4.21,7,3,117.86,14,N,1,3.96,3.96,NEUTRAL,0.27,-0.69,28520,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"5-[3-[4-(benzenesulfonylmethoxy)-3-methylphenyl]pentan-3-yl]-N-[(2S)-1,4-dihydroxybutan-2-yl]-1-ethylpyrrole-2-carboxamide"
CHEMBL4283140,2322588,,Cc1cc(OCc2nnc(SCc3cccc(F)c3)o2)cc2oc(=O)cc(C)c12,412.44,4.8,7,0,78.36,6,N,0,4.29,4.29,NEUTRAL,0.33,-1.68,26040,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"7-[[5-[(3-fluorophenyl)methylsulfanyl]-1,3,4-oxadiazol-2-yl]methoxy]-4,5-dimethylchromen-2-one"
CHEMBL4283143,2322591,,CCOC(=O)c1c(C)oc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,455.87,5.82,7,1,86.48,7,N,1,5.48,5.48,NEUTRAL,0.35,-1.68,257000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"ethyl 4-[3-chloro-4-[(3-fluorophenyl)methoxy]anilino]-6-methylfuro[2,3-d]pyrimidine-5-carboxylate"
CHEMBL4283166,2322614,,CCCOC(=O)Nc1nc2ccc(SCC(C)C)cc2s1,324.47,5,5,1,51.22,6,N,1,5.3,5.3,NEUTRAL,0.76,-2.18,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"propyl N-[6-(2-methylpropylsulfanyl)-1,3-benzothiazol-2-yl]carbamate"
CHEMBL4283227,2322675,,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)(C)C)C(C)C,474.6,2.99,6,2,110.8,10,N,0,4.22,4.22,NEUTRAL,0.5,0.38,1137,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"benzyl (2S)-2-[[(2S)-2-[[(2R,3S)-3-[(2S)-butan-2-yl]-4-oxooxetane-2-carbonyl]amino]-3-methylbutanoyl]amino]-3,3-dimethylbutanoate"
CHEMBL4283232,2322680,,COc1ccccc1/C=C/C(=O)c1cc(Br)ccc1O,333.18,4.06,3,1,46.53,4,N,0,4.85,4.13,NEUTRAL,0.68,-0.14,14100,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,(E)-1-(5-bromo-2-hydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one
CHEMBL4283235,2322683,,Oc1ccc(-c2ccc(-c3ccc(OCCN4CCCC4)cc3F)[se]2)c(F)c1,448.37,,,,,,,,,,,,,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,3-fluoro-4-[5-[2-fluoro-4-(2-pyrrolidin-1-ylethoxy)phenyl]selenophen-2-yl]phenol
CHEMBL4283268,2322716,,COc1ccccc1/C=C/C(=O)c1sc(N2CCCC2)nc1N,329.43,3.23,6,1,68.45,5,N,0,4.14,4.14,NEUTRAL,0.67,-1.08,50,ug.mL-1,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-1-(4-amino-2-pyrrolidin-1-yl-1,3-thiazol-5-yl)-3-(2-methoxyphenyl)prop-2-en-1-one"
CHEMBL4283296,2322744,,S=C(Nc1ccccc1)Nc1nnc2c3c4c(sc3ncn12)CCCC4,380.5,4.03,6,2,67.14,2,N,0,4.15,4.15,NEUTRAL,0.51,-2.37,80900,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-phenyl-3-(10-thia-3,4,6,8-tetrazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2,4,7,11(16)-pentaen-5-yl)thiourea"
CHEMBL4283308,2322756,,CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@@H](C)C(C)(C)C3)n1,347.46,5.02,4,1,50.94,3,N,1,5.13,5.13,NEUTRAL,0.72,-0.03,58000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[(4S)-2-(6-ethylpyridin-2-yl)-4,5,5-trimethyl-4,6-dihydropyrrolo[1,2-b]pyrazol-3-yl]phenol"
CHEMBL4283331,2322779,,O=[N+]([O-])c1ccc2[nH]c(CNc3nc4ccc(F)cc4s3)nc2c1,343.34,3.83,6,2,96.74,4,N,0,3.44,3.44,NEUTRAL,0.43,-2.79,291000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"6-fluoro-N-[(6-nitro-1H-benzimidazol-2-yl)methyl]-1,3-benzothiazol-2-amine"
CHEMBL4283371,2322819,,C=C(C)[C@@H]1CC[C@]2(C(=O)NCc3cccnc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,546.84,7.72,3,2,62.22,4,N,2,6.56,6.56,NEUTRAL,0.38,1.9,38700,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-N-(pyridin-3-ylmethyl)-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxamide"
CHEMBL4283408,2322856,,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](OC(=O)CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,727.87,1.84,15,5,214.7,7,N,2,1.98,1.98,NEUTRAL,0.2,2.13,5725.53,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1S,3S,7S,10R,11S,12S,16R)-7-hydroxy-8,8,10,12,16-pentamethyl-3-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-5,9-dioxo-4,17-dioxabicyclo[14.1.0]heptadecan-11-yl] 2-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyacetate"
CHEMBL4283410,2322858,,CCn1c(C(=O)NCC(=O)OC)ccc1C(CC)(CC)c1ccc(OCS(=O)(=O)c2ccccc2)c(C)c1,540.68,4.64,7,1,103.7,12,N,1,4.85,4.85,NEUTRAL,0.34,-1.01,50000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,methyl 2-[[5-[3-[4-(benzenesulfonylmethoxy)-3-methylphenyl]pentan-3-yl]-1-ethylpyrrole-2-carbonyl]amino]acetate
CHEMBL4283466,2322914,,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(N)cc3)nc1-2,336.42,3.08,7,2,89.61,3,N,0,3.19,3.19,NEUTRAL,0.43,-1.26,1400,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-N-(8-methylsulfanyl-5,6-dihydropyrimido[4,5-f]quinazolin-2-yl)benzene-1,4-diamine"
CHEMBL4283476,2322924,,C#CCOC(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](OC(=O)NCC)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,860.14,7.03,12,3,168.31,15,N,3,8.57,8.57,NEUTRAL,0.09,1.63,5000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"prop-2-ynyl (2R)-2-[(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-15-(ethylcarbamoyloxy)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-5-methyloxan-2-yl]butanoate"
CHEMBL4283483,2322931,,O=C(/C=C/c1cccc(OCc2ccccc2)c1)c1ccc(Br)cc1,393.28,5.92,2,0,26.3,6,N,1,6.23,6.23,NEUTRAL,0.38,-0.53,6500,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,(E)-1-(4-bromophenyl)-3-(3-phenylmethoxyphenyl)prop-2-en-1-one
CHEMBL4283493,2322941,,O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cc(C(F)(F)F)ccc1F,501.51,7.12,5,3,78.94,4,N,2,7.08,7.08,NEUTRAL,0.26,-2.33,10330,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[2-fluoro-5-(trifluoromethyl)phenyl]-3-[4-(5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-ylamino)phenyl]urea"
CHEMBL4283495,2322943,,COc1cc(C(=O)/C(C#N)=N/Nc2cccc(C)c2)cc(OC)c1OC,353.38,3.2,7,1,92.94,7,N,0,4.16,3.2,ACID,0.47,-0.88,5890,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1E)-N-(3-methylanilino)-2-oxo-2-(3,4,5-trimethoxyphenyl)ethanimidoyl cyanide"
CHEMBL4283507,2322955,,C#CCOC(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,789.06,6.28,11,3,150.21,13,N,3,7.89,7.89,NEUTRAL,0.11,1.86,4300,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"prop-2-ynyl (2R)-2-[(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-5-methyloxan-2-yl]butanoate"
CHEMBL4283513,2322961,,CN1CCN(CC(=O)Nc2ccc(-c3ccnc(Nc4ccc(OCCCCCCC(=O)NO)cc4)n3)cc2)CC1,561.69,3.91,9,4,131.95,14,N,1,3.43,3.32,NEUTRAL,0.13,-1.29,4840,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,N-hydroxy-7-[4-[[4-[4-[[2-(4-methylpiperazin-1-yl)acetyl]amino]phenyl]pyrimidin-2-yl]amino]phenoxy]heptanamide
CHEMBL4283518,2322966,,CCOC(=O)C1=C(N/C=N/c2ccccn2)Nc2[nH]nc(C)c2C1c1ccc(N(C)C)cc1,445.53,3.46,7,3,107.53,7,N,0,3.13,3.12,NEUTRAL,0.29,-1.21,37260,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"ethyl 4-[4-(dimethylamino)phenyl]-3-methyl-6-[(E)-(pyridin-2-ylamino)methylideneamino]-4,7-dihydro-2H-pyrazolo[3,4-b]pyridine-5-carboxylate"
CHEMBL4283526,2322974,,COc1cccc(/C=C2\CCC/C(=C\c3ccc(OC)c(OC)c3)C2=O)c1,364.44,4.93,4,0,44.76,5,N,0,5.12,5.12,NEUTRAL,0.71,-0.3,4600,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2E,6E)-2-[(3,4-dimethoxyphenyl)methylidene]-6-[(3-methoxyphenyl)methylidene]cyclohexan-1-one"
CHEMBL4283556,2323004,,C#CCNC(=O)[C@H](CC)[C@H]1CC[C@H](C)[C@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](OC(=O)OCC)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)O1,860.14,7.03,12,3,168.31,15,N,3,8.57,8.57,NEUTRAL,0.09,1.61,4900,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"ethyl [(3S,5S,7R,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-9-[(3R,5S,6S,7S)-6-hydroxy-5-methyl-7-[(2R,3S,6R)-3-methyl-6-[(2R)-1-oxo-1-(prop-2-ynylamino)butan-2-yl]oxan-2-yl]-4-oxooctan-3-yl]-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-15-yl] carbonate"
CHEMBL4283557,2323005,,C=C(C)[C@@H]1CC[C@]2(C(=O)OCCOCCOCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.[Br-],876.19,11.15,6,0,71.06,15,N,2,11.43,11.43,NEUTRAL,0.07,1.65,850,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-[2-[2-[(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-acetyloxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carbonyl]oxyethoxy]ethoxy]ethyl-triphenylphosphanium;bromide"
CHEMBL4283579,2323027,,CCCOC(=O)Nc1nc2ccc(SCC)cc2s1,296.42,4.37,5,1,51.22,5,N,0,4.42,4.42,NEUTRAL,0.83,-2.56,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"propyl N-(6-ethylsulfanyl-1,3-benzothiazol-2-yl)carbamate"
CHEMBL4283582,2323030,,Nc1nc(N2CCCC2)sc1C(=O)/C=C/c1ccc(Cl)cc1Cl,368.29,4.53,5,1,59.22,4,N,0,5.5,5.5,NEUTRAL,0.64,-1.51,12.6,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-1-(4-amino-2-pyrrolidin-1-yl-1,3-thiazol-5-yl)-3-(2,4-dichlorophenyl)prop-2-en-1-one"
CHEMBL4283607,2323055,,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)OCC(F)(F)F)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](OC(C)=O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,875.07,7.78,12,2,156.28,14,N,3,9.05,9.05,NEUTRAL,0.13,1.79,12000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2,2,2-trifluoroethyl (2R)-2-[(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-15-acetyloxy-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-5-methyloxan-2-yl]butanoate"
CHEMBL4283613,2323061,,CCn1c(C(=O)NCCNC(=O)OC(C)(C)C)ccc1C(CC)(CC)c1ccc(OCS(=O)(=O)c2ccccc2)c(C)c1,611.81,5.99,7,2,115.73,13,N,2,5.92,5.92,NEUTRAL,0.23,-1.01,50000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,tert-butyl N-[2-[[5-[3-[4-(benzenesulfonylmethoxy)-3-methylphenyl]pentan-3-yl]-1-ethylpyrrole-2-carbonyl]amino]ethyl]carbamate
CHEMBL4283619,2323067,,COC(C)(C)CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,474.77,7.15,3,2,49.69,5,N,1,6.02,6.02,NEUTRAL,0.42,2.84,18600,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-[(Z)-6-methoxy-6-methylhept-2-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,12-diol"
CHEMBL4283622,2323070,,Cc1cc(OCc2nnc(S(=O)(=O)Cc3cccc(F)c3)o2)cc2oc(=O)cc(C)c12,444.44,3.48,8,0,112.5,6,N,0,2.76,2.76,NEUTRAL,0.42,-1.2,70370,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"7-[[5-[(3-fluorophenyl)methylsulfonyl]-1,3,4-oxadiazol-2-yl]methoxy]-4,5-dimethylchromen-2-one"
CHEMBL4283630,2323078,,c1coc(-c2nc3ccc(-c4cc5ccccc5s4)cc3nc2-c2ccco2)c1,394.46,7.03,5,0,52.06,3,N,1,6.01,6.01,NEUTRAL,0.32,-1.14,50000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"6-(1-benzothiophen-2-yl)-2,3-bis(furan-2-yl)quinoxaline"
CHEMBL4283636,2323084,,CCOC(=O)C1=C(N/N=C(/C#N)C(=O)OCC)Nc2[nH]nc(C)c2C1c1ccc(N(C)C)cc1,465.51,2.15,10,3,144.73,8,N,0,3.36,3.36,NEUTRAL,0.3,-1.12,35560,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"ethyl 6-[(2Z)-2-(1-cyano-2-ethoxy-2-oxoethylidene)hydrazinyl]-4-[4-(dimethylamino)phenyl]-3-methyl-4,7-dihydro-2H-pyrazolo[3,4-b]pyridine-5-carboxylate"
CHEMBL4283653,2323101,,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2cccc(C)c2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,845.94,4.78,14,3,210.29,9,N,2,4.55,4.55,NEUTRAL,0.18,1.61,71,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1S,2S,3R,4S,7R,9S,11R,13R,16S)-4,13-diacetyloxy-1-hydroxy-16-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-15,18,18-trimethyl-12-oxo-6-oxapentacyclo[12.3.1.03,11.04,7.09,11]octadec-14-en-2-yl] 3-methylbenzoate"
CHEMBL4283710,2323158,,CCNc1cc(-c2ccc(NC(=O)Nc3ccc(OC)cc3)cc2C(F)(F)F)ccn1,430.43,5.85,4,3,75.28,6,N,1,4.69,4.66,NEUTRAL,0.46,-1.04,5740,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[4-[2-(ethylamino)pyridin-4-yl]-3-(trifluoromethyl)phenyl]-3-(4-methoxyphenyl)urea
CHEMBL4283714,2323162,,Cc1cccc(NC(=S)Nc2nnc3c4c5c(sc4ncn23)CCCC5)c1,394.53,4.34,6,2,67.14,2,N,0,4.66,4.66,NEUTRAL,0.49,-2.53,99870,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-(3-methylphenyl)-3-(10-thia-3,4,6,8-tetrazatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2,4,7,11(16)-pentaen-5-yl)thiourea"
CHEMBL4283722,2323170,,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1,773.97,4.96,8,4,172.24,20,N,1,5.64,5.64,NEUTRAL,0.14,0.36,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"benzyl N-[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(E,2S)-5-[(2S)-2-benzyl-3-methoxy-5-oxo-2H-pyrrol-1-yl]-5-oxopent-3-en-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]carbamate"
CHEMBL4283736,2323184,,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(COC(=O)CCC(=O)NCCOC(=O)c6cc7ccc(N(CC)CC)cc7oc6=O)[C@@H]5CC[C@]43C)[C@@H]12,859.11,8.32,10,3,172.68,14,N,2,7,4.84,ACID,0.07,1.31,19900,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1R,3aS,5aR,5bR,7aR,8R,9S,11aR,11bR,13aR,13bR)-8-[[4-[2-[7-(diethylamino)-2-oxochromene-3-carbonyl]oxyethylamino]-4-oxobutanoyl]oxymethyl]-9-hydroxy-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid"
CHEMBL4283740,2323188,,O=C(N/N=C/c1cccn1CCCN1CCCC1)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,489.56,4.94,6,3,99.57,9,N,0,3.39,1.17,BASE,0.23,-1.92,4580,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-3-[(E)-[1-(3-pyrrolidin-1-ylpropyl)pyrrol-2-yl]methylideneamino]urea"
CHEMBL4283746,2323194,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](c3nc5cnc(F)cc5[nH]3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,519.49,3.62,9,2,125.02,4,N,1,2.81,2.81,NEUTRAL,0.31,0.54,16400,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(5R,5aR,8aR,9S)-9-(6-fluoro-3H-imidazo[4,5-c]pyridin-2-yl)-5-(4-hydroxy-3,5-dimethoxyphenyl)-5a,8,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-6-one"
CHEMBL4283750,2323198,,CCCC1OCc2c(/C=C/C(C)=O)nc(C)c(O)c2CO1,291.35,2.87,5,1,68.65,4,N,0,2.31,2.27,NEUTRAL,0.86,0.78,4600,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-4-(9-hydroxy-8-methyl-3-propyl-1,5-dihydro-[1,3]dioxepino[5,6-c]pyridin-6-yl)but-3-en-2-one"
CHEMBL4283758,2323206,,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@H]3O[C@@H]2OCCCn1cc(CN2C(=O)S/C(=C/C)C2=O)nn1,612.75,3.21,11,2,144.08,7,N,2,2.53,2.53,NEUTRAL,0.35,1.39,1500,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(5E)-3-[[1-[3-[[(1S,2S,3S,5S,8S,9R,11R,16S,18R)-3,18-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-16-yl]oxy]propyl]triazol-4-yl]methyl]-5-ethylidene-1,3-thiazolidine-2,4-dione"
CHEMBL4283773,2323221,,COc1cc(Sc2c[nH]c3cc(-c4ccoc4)ccc23)cc(OC)c1OC,381.45,5.6,5,1,56.62,6,N,1,4.58,4.58,NEUTRAL,0.47,-0.08,10,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"6-(furan-3-yl)-3-(3,4,5-trimethoxyphenyl)sulfanyl-1H-indole"
CHEMBL4283792,2323240,,CCn1c(C(=O)N[C@@H](C(=O)O)C(C)C)ccc1C(CC)(CC)c1ccc(OCS(=O)(=O)c2ccccc2)c(C)c1,568.74,5.57,6,2,114.7,13,N,2,6.16,2.9,ACID,0.28,-0.86,44710,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,(2R)-2-[[5-[3-[4-(benzenesulfonylmethoxy)-3-methylphenyl]pentan-3-yl]-1-ethylpyrrole-2-carbonyl]amino]-3-methylbutanoic acid
